순번,법령명,지역명,제정·개정구분,법령종류,공포번호,공포일자,시행일자,부서
62,광주광역시 광산구 공공조달의 사회적 가치증대를 위한 조례,광산구,일부개정,조례,제1529호,2020. 7. 17.,2020. 7. 17.,
63,광주광역시 광산구 사회적경제 육성 지원에 관한 조례,광산구,일부개정,조례,제1513호,2020. 6. 10.,2020. 6. 10.,일자리정책과
64,광주광역시교육청 사회적경제 활성화 지원 조례,광주광역시교육청,전부개정,조례,제5007호,2017. 12. 15.,2018. 1. 1.,시민참여담당관
65,광주광역시 남구 사회적경제 육성지원에 관한 조례,남구,일부개정,조례,제1019호,2017. 12. 29.,2017. 12. 29.,지역경제과
66,광주광역시 남구 사회적 고립 1인 가구 고독사 예방 및 지원에 관한 조례,남구,제정,조례,제1088호,2019. 1. 8.,2019. 1. 8.,고령정책과
67,광주광역시 동구 사회적경제 육성지원에 관한 조례,동구,일부개정,조례,제1215호,2017. 11. 24.,2017. 11. 24.,도시재생과
68,광주광역시 북구 사회적경제 육성지원에 관한 조례,북구,일부개정,조례,제1735호,2022. 1. 5.,2022. 1. 13.,
69,광주광역시 사회적경제기업 제품 구매촉진 및 판로지원에 관한 조례,광주광역시,일부개정,조례,제5566호,2020. 11. 10.,2020. 11. 10.,
70,광주광역시 사회적경제활동 지원 조례,광주광역시,일부개정,조례,제5573호,2020. 11. 13.,2020. 11. 13.,
71,광주광역시 사회적기업 육성에 관한 조례 시행규칙,광주광역시,일부개정,규칙,제2962호,2014. 9. 1.,2014. 9. 1.,
72,광주광역시 사회적기업 육성 조례,광주광역시,일부개정,조례,제5574호,2020. 11. 13.,2020. 11. 13.,
73,광주광역시 사회적 약자 반려동물 진료비 지원 조례,광주광역시,제정,조례,제5797호,2021. 9. 29.,2021. 9. 29.,
74,광주광역시 사회적일자리 조례,광주광역시,일부개정,조례,제5252호,2019. 7. 1.,2019. 7. 1.,
75,광주광역시 서구 사회적가치지원센터 설치 및 운영 조례,서구,일부개정,조례,제1623호,2021. 12. 20.,2021. 12. 20.,
76,광주광역시 서구 사회적가치지원센터 설치 및 운영 조례 시행규칙,서구,일부개정,규칙,제904호,2021. 12. 7.,2021. 12. 7.,사회적가치지원팀
77,광주광역시 서구 사회적경제 육성지원에 관한 조례,서구,일부개정,조례,제1347호,2018. 2. 9.,2018. 2. 9.,
78,광주광역시 서구 사회적경제제품 구매촉진 및 판로지원에 관한 조례,서구,일부개정,조례,제1347호,2018. 2. 9.,2018. 2. 9.,
79,광주시 사회적경제 활성화 지원에 관한 조례,광주시,일부개정,조례,제1241호,2021. 1. 4.,2021. 1. 4.,일자리경제과
80,괴산군 사회적 고립 1인가구 고독사 예방 및 지원에 관한 조례,괴산군,제정,조례,제2574호,2021. 4. 2.,2021. 4. 2.,복지기획팀
81,괴산군 사회적기업 육성 및 지원에 관한 조례,괴산군,일부개정,조례,제2197호,2015. 6. 5.,2015. 7. 1.,일자리창출팀
82,구례군 사회적경제 육성 및 지원에 관한 조례,구례군,제정,조례,제2276호,2018. 12. 31.,2018. 12. 31.,투자경제과
83,구리시 사회적경제 육성 및 지원에 관한 조례,구리시,일부개정,조례,제1894호,2021. 3. 12.,2021. 3. 12.,산업지원과
84,구미시 사회적경제기업 제품 구매촉진 및 판로지원에 관한 조례,구미시,제정,조례,제1411호,2019. 10. 14.,2019. 10. 14.,
85,구미시 사회적경제 육성 및 지원에 관한 조례,구미시,일부개정,조례,제1519호,2021. 5. 24.,2021. 7. 1.,
86,군산시 사회적경제 활성화 기본 조례,군산시,일부개정,조례,제1746호,2020. 8. 4.,2020. 8. 4.,일자리정책과
87,군위군 사회적경제 육성 및 지원에 관한 조례,군위군,일부개정,조례,제1988호,2019. 5. 9.,2019. 5. 9.,경제과
88,군포시 사회적경제 육성 지원에 관한 조례,군포시,전부개정,조례,제1904호,2021. 9. 30.,2021. 9. 30.,자치분권과
89,금산군 사회적기업 육성 및 지원에 관한 조례,금산군,일부개정,조례,제2327호,2021. 6. 30.,2021. 6. 30.,지역경제과
90,김제시 사회적기업 육성 및 지원에 관한 조례,김제시,일부개정,조례,제1224호,2019. 5. 16.,2019. 5. 16.,경제진흥과
91,김천시 사회적경제 육성 및 지원에 관한 조례,김천시,일부개정,조례,제1448호,2022. 3. 3.,2022. 3. 3.,
92,김포시 사회적경제 기본 조례,김포시,일부개정,조례,제1735호,2020. 9. 29.,2020. 9. 29.,주민협치담당관
93,김포시 사회적경제제품 구매촉진 및 판로지원에 관한 조례,김포시,제정,조례,제1144호,2014. 10. 10.,2014. 10. 10.,주민협치담당관
94,김포시 사회적기업 육성 및 지원에 관한 조례,김포시,전부개정,조례,제1390호,2017. 4. 18.,2017. 4. 18.,주민협치담당관
95,김해시 사회적경제 육성 및 지원 조례,김해시,전부개정,조례,제1731호,2021. 10. 29.,2021. 10. 29.,일자리정책과
96,김해시 사회적공동체 육성 지원 조례 시행규칙,김해시,제정,규칙,제609호,2017. 12. 22.,2017. 12. 22.,일자리정책과
97,나주시 사회적 경제 활성화 지원에 관한 조례,나주시,일부개정,조례,제1596호,2020. 3. 6.,2020. 3. 6.,일자리경제과
98,남동구 사회적경제 육성 및 지원에 관한 조례,남동구,일부개정,조례,제1710호,2020. 8. 7.,2020. 8. 7.,일자리정책과
99,남동구 사회적경제 육성 및 지원에 관한 조례 시행규칙,남동구,일부개정,규칙,제1014호,2019. 11. 15.,2019. 11. 15.,일자리정책과
100,남양주시 사회적경제 육성 및 지원 조례,남양주시,전부개정,조례,제1655호,2019. 7. 1.,2019. 7. 1.,일자리복지과
101,남원시 사회적경제 육성 및 지원에 관한 조례,남원시,제정,조례,제1577호,2020. 5. 22.,2020. 5. 22.,일자리경제과
102,남해군 사회적경제 육성 및 지원에 관한 조례,남해군,일부개정,조례,제2549호,2021. 8. 9.,2021. 8. 9.,지역활성과
103,논산시 사회적경제 활성화에 관한 조례,논산시,일부개정,조례,제1477호,2021. 6. 10.,2021. 6. 10.,뉴딜경제과
104,단양군 사회적기업 육성 및 지원에 관한 조례,단양군,일부개정,조례,제2473호,2019. 3. 15.,2019. 3. 15.,지역경제과
105,단양군 사회적기업 육성 및 지원에 관한 조례 시행규칙,단양군,제정,규칙,제1293호,2013. 7. 19.,2013. 7. 19.,지역경제과
106,담양군 사회적경제 육성 및 지원에 관한 조례,담양군,일부개정,조례,제2447호,2018. 12. 27.,2018. 12. 27.,풀뿌리경제과
107,담양군 사회적 고립 1인 가구 고독사 예방 및 지원에 관한 조례,담양군,제정,조례,제2537호,2020. 1. 7.,2020. 1. 7.,주민행복과
108,당진시 노인 고독사 예방 및 사회적 안전망 확충을 위한 조례,당진시,제정,조례,제711호,2019. 7. 15.,2019. 7. 15.,경로장애인과
109,당진시 사회적경제 육성ㆍ지원에 관한 조례,당진시,제정,조례,제661호,2018. 11. 15.,2018. 11. 15.,공동체새마을과
110,대구광역시 1인 가구의 사회적 고립 및 고독사 예방 조례,대구광역시,제정,조례,제5153호,2018. 10. 1.,2018. 10. 1.,희망복지과
111,대구광역시 남구 사회적경제 육성 및  지원에 관한 조례,남구,일부개정,조례,제1350호,2021. 10. 29.,2021. 10. 29.,시장경제과 일자리창출팀
112,대구광역시 남구 사회적기업 육성 및 지원에 관한 조례,남구,일부개정,조례,제1214호,2019. 10. 10.,2019. 10. 10.,시장경제과 일자리창출팀
113,대구광역시달서구 사회적경제 육성 및 지원에 관한 조례,달서구,일부개정,조례,제1471호,2020. 12. 31.,2020. 12. 31.,
114,대구광역시달서구 사회적기업 육성 및 지원에 관한 조례,달서구,일부개정,조례,제1088호,2015. 7. 31.,2015. 7. 31.,
115,대구광역시 달성군 사회적경제 육성 및 지원에 관한 조례,달성군,일부개정,조례,제2690호,2020. 4. 29.,2020. 4. 29.,일자리경제과
116,대구광역시 동구 사회적경제 육성 및 지원에 관한 조례,동구,제정,조례,제1385호,2020. 7. 10.,2020. 7. 10.,경제정책과
117,대구광역시 동구 사회적기업 육성지원에 관한 조례,동구,일부개정,조례,제1339호,2020. 6. 1.,2020. 6. 1.,경제정책과
118,대구광역시 북구 사회적경제 육성 및 지원에 관한 조례,북구,제정,조례,제1507호,2021. 9. 30.,2021. 9. 30.,일자리정책과
119,대구광역시 북구 사회적기업 육성지원에 관한 조례,북구,일부개정,조례,제1482호,2021. 5. 31.,2021. 7. 1.,일자리정책과
120,대구광역시 사회적경제기업 제품 구매촉진 및 판로지원에 관한 조례,대구광역시,일부개정,조례,제5322호,2019. 10. 10.,2019. 11. 1.,사회적경제과
121,대구광역시 사회적경제 육성 및 지원에 관한 조례,대구광역시,일부개정,조례,제5137호,2018. 8. 10.,2018. 10. 1.,사회적경제과
122,대구광역시 사회적기업 육성 및 지원에 관한 조례,대구광역시,일부개정,조례,제4291호,2011. 11. 10.,2011. 11. 10.,사회적경제과
123,대구광역시 사회적기업 육성 및 지원에 관한 조례 시행규칙,대구광역시,일부개정,규칙,제2793호,2015. 5. 20.,2015. 5. 20.,사회적경제과
124,대구광역시 서구 사회적기업 육성에 관한 조례,서구,제정,조례,제808호,2010. 12. 20.,2010. 12. 20.,경제과
125,대구광역시 수성구 사회적경제 육성 및 지원에 관한 조례,수성구,일부개정,조례,제1458호,2021. 3. 30.,2021. 7. 1.,일자리경제과
126,대구광역시 수성구 사회적 고립 및 외로움 방지 조례,수성구,제정,조례,제1316호,2019. 9. 30.,2019. 9. 30.,행복나눔과
127,대구광역시 수성구 사회적기업 육성 및 지원에 관한 조례,수성구,일부개정,조례,제1002호,2014. 12. 30.,2015. 1. 1.,일자리경제과
128,대구광역시 중구 고독사 예방 및 사회적 고립가구 지원 조례,중구,제정,조례,제1288호,2021. 9. 30.,2021. 9. 30.,복지정책과
129,대구광역시 중구 사회적경제 육성 및 지원에 관한 조례,중구,제정,조례,제1302호,2021. 11. 10.,2021. 11. 10.,일자리경제과
130,대전광역시 고독사 예방 및 사회적 고립가구 지원 조례,대전광역시,제정,조례,제5726호,2021. 10. 1.,2022. 1. 1.,
131,대전광역시교육청 사회적기업제품 우선구매 촉진조례,대전광역시교육청,일부개정,조례,제5817호,2022. 2. 17.,2022. 2. 17.,재정과
132,대전광역시 기업의사회적책임지원센터 조례,대전광역시,제정,조례,제4791호,2016. 10. 20.,2017. 1. 1.,
133,대전광역시 대덕구 1인가구 사회적고립 및 고독사 예방조례,대덕구,제정,조례,제1438호,2020. 3. 27.,2020. 3. 27.,복지정책과
134,대전광역시 대덕구 사회적경제 활성화 지원 조례,대덕구,제정,조례,제1343호,2019. 5. 17.,2019. 5. 17.,공동체과
135,대전광역시 동구 사회적경제 육성 및 지원 조례,동구,일부개정,조례,제1422호,2020. 10. 7.,2020. 10. 7.,일자리경제과
136,대전광역시 사회적경제기업제품 구매촉진 및 판로지원에 관한 조례,대전광역시,제정,조례,제5815호,2022. 2. 17.,2022. 2. 17.,
137,대전광역시 사회적경제 육성 및 지원조례,대전광역시,일부개정,조례,제5426호,2020. 2. 7.,2020. 2. 7.,
138,대전광역시 사회적기업 육성 및 지원에 관한 조례,대전광역시,일부개정,조례,제5643호,2021. 6. 30.,2021. 6. 30.,
139,대전광역시 사회적기업 육성 및 지원에 관한 조례 시행규칙,대전광역시,일부개정,규칙,제3003호,2015. 7. 17.,2015. 7. 17.,
140,대전광역시 사회적자본 확충조례,대전광역시,일부개정,조례,제5454호,2020. 6. 30.,2020. 7. 1.,
141,대전광역시 서구 사회적 가족도시 구현을 위한 1인 가구 지원 조례,서구,제정,조례,제1692호,2020. 7. 6.,2020. 7. 6.,복지정책과
142,대전광역시 서구 사회적경제기업 제품 구매촉진 및 판로지원에 관한 조례,서구,제정,조례,제1751호,2021. 4. 16.,2021. 4. 16.,일자리경제과
143,대전광역시 서구 사회적경제 육성 및 지원 조례,서구,일부개정,조례,제1804호,2021. 7. 30.,2021. 7. 30.,일자리경제과
144,대전광역시 서구 사회적자본 확충 조례,서구,일부개정,조례,제1725호,2020. 12. 22.,2021. 2. 1.,자치분권과
145,대전광역시 서구 청년 1인 가구의 사회적 고립 및 고독사 예방에 관한 조례,서구,제정,조례,제1859호,2022. 1. 7.,2022. 1. 7.,
146,대전광역시 유성구 사회적경제 육성 지원에 관한 조례,유성구,일부개정,조례,제1647호,2021. 7. 16.,2021. 7. 16.,일자리정책실
147,대전광역시 유성구 사회적농업 육성 및 지원 조례,유성구,제정,조례,제1651호,2021. 7. 16.,2021. 7. 16.,지역산업과
148,대전광역시 중구 사회적경제 육성 및 지원 조례,중구,제정,조례,제1358호,2020. 4. 10.,2020. 4. 10.,경제기업과
149,동두천시 사회적 경제 육성지원에 관한 조례,동두천시,일부개정,조례,제2059호,2019. 5. 20.,2019. 5. 20.,일자리경제과
150,동해시 사회적경제 육성 및 지원에 관한 조례,동해시,제정,조례,제1925호,2017. 12. 15.,2017. 12. 15.,경제과
151,동해시 사회적경제제품 구매촉진 및 판로지원에 관한 조례,동해시,일부개정,조례,제2161호,2021. 4. 9.,2021. 4. 9.,경제과
152,목포시 사회적경제기업 제품 구매 촉진 및 판로지원에 관한 조례,목포시,제정,조례,제3535호,2021. 12. 27.,2021. 12. 27.,
153,목포시 사회적경제 활성화 조례,목포시,제정,조례,제3287호,2019. 7. 1.,2019. 7. 1.,일자리청년정책과
154,무안군 사회적경제 육성과 지원에 관한 조례,무안군,일부개정,조례,제2470호,2019. 12. 30.,2019. 12. 30.,미래성장과 일자리팀
155,무주군 사회적기업 육성에 관한 조례,무주군,일부개정,조례,제2490호,2021. 7. 12.,2021. 7. 12.,산업경제과
156,문경시 고독사 예방 및 사회적 고립가구 지원을 위한 조례,문경시,제정,조례,제1288호,2019. 8. 7.,2019. 8. 7.,
157,문경시 사회적경제 육성 및 지원에 관한 조례,문경시,제정,조례,제1407호,2021. 4. 7.,2021. 4. 7.,
158,밀양시 사회적기업 육성에 관한 조례,밀양시,일부개정,조례,제1266호,2018. 12. 13.,2018. 12. 13.,일자리경제과
159,보령시 사회적경제 육성 및 지원에 관한 조례,보령시,일부개정,조례,제1775호,2021. 9. 30.,2021. 9. 30.,지역경제과
160,보성군 사회적경제 육성과 지원에 관한 조례,보성군,일부개정,조례,제2393호,2018. 12. 28.,2018. 12. 28.,경제산업과
161,보은군 사회적기업 육성지원에 관한 조례,보은군,일부개정,조례,제2605호,2019. 12. 3.,2020. 1. 1.,경제정책과
162,봉화군 사회적경제 육성 및 지원에 관한 조례,봉화군,제정,조례,제2236호,2019. 11. 18.,2019. 11. 18.,새마을일자리경제과
163,부산광역시 강서구 사회적기업 육성에 관한 조례,강서구,일부개정,조례,제869호,2014. 10. 2.,2014. 10. 6.,창조경제과
164,부산광역시 고독사 예방 및 사회적 고립가구 지원을 위한 조례,부산광역시,제정,조례,제5884호,2019. 4. 10.,2019. 5. 11.,
165,부산광역시교육청 사회적경제 활성화 지원 조례,부산광역시교육청,전부개정,조례,제5961호,2019. 7. 17.,2019. 7. 17.,재정과
166,부산광역시 금정구 고독사 예방 및 사회적 고립가구 지원을 위한 조례,금정구,일부개정,조례,제1388호,2020. 8. 3.,2020. 8. 3.,
167,부산광역시 금정구 사회적기업 육성 및 지원 조례,금정구,제정,조례,제981호,2011. 2. 11.,2011. 2. 11.,
168,부산광역시 기장군 고독사 예방 및 사회적 고립가구 지원을 위한 조례,기장군,제정,조례,제1103호,2019. 8. 28.,2019. 8. 28.,행복나눔과
169,부산광역시 기장군 사회적경제기업 제품 구매촉진 및 판로지원에 관한 조례,기장군,제정,조례,제1104호,2019. 8. 28.,2019. 8. 28.,일자리경제과
170,부산광역시 기장군 사회적기업 육성에 관한 조례,기장군,제정,조례,제643호,2010. 12. 30.,2010. 12. 30.,일자리경제과
171,부산광역시 남구 사회적기업 육성에 관한 조례,남구,일부개정,조례,제1202호,2018. 3. 1.,2018. 3. 1.,
172,부산광역시 동구 1인 가구 사회적 고립 및 고독사 예방에 관한 조례,동구,일부개정,조례,제1327호,2021. 12. 23.,2022. 1. 13.,
173,부산광역시 동구 사회적경제기업 제품 구매촉진 및 판로지원에 관한 조례,동구,제정,조례,제1200호,2019. 11. 11.,2019. 11. 11.,일자리복지국 일자리경제과
174,부산광역시 동구 사회적경제 활성화 지원에 관한 조례,동구,제정,조례,제1194호,2019. 10. 1.,2019. 10. 1.,일자리복지국 일자리경제과
175,부산광역시동래구 1인 가구의 사회적 고립 및 고독사 예방에 관한 조례,동래구,전부개정,조례,제1328호,2019. 2. 11.,2019. 2. 11.,희망복지계
176,부산광역시동래구 사회적경제제품 구매촉진 및 판로지원에 관한 조례,동래구,제정,조례,제1352호,2019. 5. 24.,2019. 5. 24.,일자리창출계
177,부산광역시동래구 사회적경제 활성화 기본 조례,동래구,제정,조례,제1351호,2019. 5. 24.,2019. 5. 24.,일자리창출계
178,부산광역시동래구 사회적기업 육성에 관한 조례,동래구,일부개정,조례,제937호,2010. 12. 20.,2010. 12. 20.,일자리창출계
179,부산광역시 부산진구 고독사 예방 및 사회적 고립가구 안전망 확충을 위한 조례,부산진구,전부개정,조례,제1435호,2022. 2. 4.,2022. 2. 4.,
180,부산광역시 부산진구 사회적기업 육성에 관한 조례,부산진구,일부개정,조례,제1045호,2014. 12. 26.,2014. 12. 26.,일자리창출담당
181,부산광역시 북구 1인 가구의 사회적 고립 및 고독사 예방에 관한 조례,북구,제정,조례,제1336호,2019. 5. 29.,2019. 5. 29.,희망복지과
182,부산광역시 북구 사회적경제 활성화 지원 조례,북구,제정,조례,제1353호,2019. 10. 16.,2019. 10. 16.,일자리경제과
183,부산광역시 북구 사회적기업 육성 조례,북구,일부개정,조례,제1161호,2016. 6. 22.,2016. 6. 22.,일자리경제과
184,부산광역시 사상구 고독사 예방 및 사회적 고립가구 지원 조례,사상구,전부개정,조례,제955호,2019. 9. 19.,2019. 9. 19.,복지정책과
185,부산광역시 사상구 사회적기업 육성에 관한 조례,사상구,일부개정,조례,제997호,2020. 6. 25.,2021. 1. 1.,일자리경제과
186,부산광역시 사하구 사회적경제 활성화 기본 조례,사하구,제정,조례,제1260호,2019. 9. 20.,2019. 9. 20.,일자리복지과
187,부산광역시 사하구 사회적기업 육성·지원에 관한 조례,사하구,제정,조례,제832호,2011. 4. 7.,2011. 4. 7.,일자리복지과
188,부산광역시 사회적경제기업제품 구매촉진 및 판로지원에 관한 조례,부산광역시,제정,조례,제5928호,2019. 5. 29.,2019. 5. 29.,
189,부산광역시 사회적경제 육성 및 지원에 관한 조례,부산광역시,일부개정,조례,제6515호,2021. 9. 29.,2021. 9. 29.,
190,부산광역시 사회적기업 육성에 관한 조례,부산광역시,일부개정,조례,제6225호,2020. 8. 12.,2020. 8. 12.,
191,부산광역시 사회적기업 육성에 관한 조례 시행규칙,부산광역시,일부개정,규칙,제3956호,2018. 7. 11.,2018. 7. 11.,
192,부산광역시 사회적 약자 반려동물 진료비 지원에 관한 조례,부산광역시,일부개정,조례,제6360호,2021. 3. 24.,2021. 3. 24.,
193,부산광역시 서구 사회적경제제품 구매촉진 및 판로지원에 관한 조례,서구,제정,조례,제1205호,2018. 10. 31.,2018. 10. 31.,복지정책과
194,부산광역시 서구 사회적경제 활성화 기본 조례,서구,제정,조례,제1204호,2018. 10. 31.,2018. 10. 31.,복지정책과
195,부산광역시 서구 사회적기업 육성 및 지원에 관한 조례 [제명개정 2018.10.31],서구,전부개정,조례,제1203호,2018. 10. 31.,2018. 10. 31.,복지정책과
196,부산광역시 수영구 1인 가구의 사회적 고립 및 고독사 예방에 관한 조례,수영구,제정,조례,제967호,2019. 12. 27.,2019. 12. 27.,복지정책과
197,부산광역시 수영구 사회적기업 육성·지원 조례,수영구,제정,조례,제618호,2010. 12. 31.,2010. 12. 31.,일자리경제과
198,부산광역시 연제구 사회적경제 활성화 및 지원에 관한 조례,연제구,일부개정,조례,제879호,2019. 10. 21.,2019. 11. 11.,일자리경제과
199,부산광역시 영도구 1인 가구의 사회적 고립 및 고독사 예방에 관한 조례,영도구,제정,조례,제1444호,2021. 6. 30.,2021. 6. 30.,복지정책과
200,부산광역시 영도구 사회적기업 육성에 관한 조례,영도구,제정,조례,제881호,2010. 12. 30.,2010. 12. 30.,일자리경제과
201,부산광역시 중구 고독사 예방 및 사회적 고립가구 안전망 확충을 위한 조례,중구,제정,조례,제1123호,2018. 11. 9.,2018. 11. 9.,복지정책과
202,부산광역시 중구 사회적 기업 육성에 관한 조례,중구,제정,조례,제833호,2011. 5. 6.,2011. 5. 6.,일자리경제과
203,부산광역시 해운대구 사회적기업 육성 조례,해운대구,제정,조례,제927호,2010. 5. 10.,2010. 5. 10.,일자리경제과
204,부산광역시 해운대구 사회적자본 증진 조례,해운대구,제정,조례,제1022호,2012. 12. 20.,2012. 12. 20.,소통협력과
205,부안군 사회적기업 육성 및 지원에 관한 조례,부안군,일부개정,조례,제2451호,2019. 6. 20.,2019. 6. 20.,건설교통과
206,부여군 1인 가구 고독사 예방 및 사회적 고립 가구 지원 조례,부여군,제정,조례,제2632호,2020. 6. 30.,2020. 6. 30.,사회복지과
207,부여군 사회적경제 육성·지원에 관한 조례,부여군,일부개정,조례,제2562호,2019. 11. 6.,2019. 11. 6.,경제교통과
208,부천시 고독사 예방 및 사회적 고립가구 지원에 관한 조례,부천시,제정,조례,제3685호,2021. 5. 20.,2021. 5. 20.,통합돌봄과
209,부천시 사회적경제 육성 및 지원 조례,부천시,일부개정,조례,제3482호,2019. 12. 23.,2019. 12. 23.,일자리정책과
210,부천시 사회적경제 육성 및 지원 조례 시행규칙,부천시,일부개정,규칙,제2039호,2021. 7. 26.,2021. 7. 26.,일자리정책과
211,사천시 사회적기업 육성 및 지원에 관한 조례,사천시,일부개정,조례,제1640호,2019. 12. 31.,2020. 1. 1.,지역경제과
212,산청군 사회적경제 활성화 및 지원에 관한 조례,산청군,제정,조례,제2406호,2019. 6. 28.,2019. 6. 28.,경제교통과 일자리창출담당
213,삼척시 사회적경제 육성 및 지원에 관한 조례,삼척시,일부개정,조례,제1317호,2020. 12. 18.,2020. 12. 18.,경제과
214,상주시 1인 가구의 사회적 고립 및 고독사 예방 조례,상주시,제정,조례,제1245호,2019. 7. 16.,2019. 7. 16.,사회복지과
215,상주시 사회적경제 육성 및 지원에 관한 조례,상주시,제정,조례,제1409호,2021. 11. 19.,2021. 11. 19.,
216,서산시 고독사 예방 및 사회적 고립가구 안전망 확충을 위한 조례,서산시,전부개정,조례,제1270호,2018. 4. 20.,2018. 4. 20.,사회복지과
217,서산시 사회적경제 육성 및 지원에 관한 조례,서산시,일부개정,조례,제1644호,2021. 11. 1.,2021. 11. 1.,시민공동체과
218,서산시 사회적경제제품 구매촉진 및 판로지원에 관한 조례,서산시,일부개정,조례,제1607호,2021. 8. 1.,2021. 8. 1.,시민공동체과
219,서울특별시 강남구 사회적경제 활성화 및 지원에 관한 조례,강남구,일부개정,조례,제1550호,2020. 5. 1.,2020. 7. 1.,일자리정책과 사회적경제팀
220,서울특별시 강남구 사회적 고립 1인 가구 고독사 예방 및 지원 조례,강남구,일부개정,조례,제1654호,2021. 11. 5.,2021. 11. 5.,복지정책과 복지자원팀
221,서울특별시 강동구 사회적경제 육성 및 지원에 관한 조례,강동구,일부개정,조례,제1557호,2020. 12. 30.,2020. 12. 30.,사회적경제과
222,서울특별시 강북구 고독사 예방 및 사회적 고립가구 안전망 확충을 위한 조례,강북구,제정,조례,제1414호,2020. 5. 15.,2020. 5. 15.,
223,서울특별시 강북구 사회적경제 활성화 및 지원에 관한 조례,강북구,일부개정,조례,제1362호,2019. 4. 5.,2019. 4. 5.,마을협치과
224,서울특별시 강서구 고독사 예방 및 사회적 고립가구 지원에 관한 조례,강서구,제정,조례,제1214호,2018. 12. 28.,2018. 12. 28.,복지정책과
225,서울특별시 강서구 사회적경제기업 제품 구매촉진 및 판로지원에 관한 조례,강서구,제정,조례,제1233호,2019. 5. 10.,2019. 5. 10.,일자리정책과
226,서울특별시 강서구 사회적경제 활성화 및 지원에 관한 조례,강서구,전부개정,조례,제1162호,2017. 11. 8.,2017. 11. 8.,일자리정책과
227,서울특별시 고독사 예방 및 사회적 고립가구 안전망 확충을 위한 조례,서울특별시,일부개정,조례,제8149호,2021. 9. 30.,2021. 9. 30.,지역돌봄복지과
228,서울특별시 관악구 사회적경제 활성화 지원에 관한 조례,관악구,일부개정,조례,제1345호,2021. 4. 1.,2021. 7. 1.,일자리벤처과
229,서울특별시 관악구 사회적 고립 및 고독사 예방에 관한 조례,관악구,제정,조례,제제1256호호,2019. 10. 31.,2019. 10. 31.,복지정책과
230,서울특별시 광진구 1인가구 사회적 고립 및 고독사 예방 조례,광진구,제정,조례,제1033호,2019. 3. 12.,2019. 3. 12.,희망나눔팀
231,서울특별시 광진구 사회적경제 기본 조례,광진구,제정,조례,제1014호,2018. 10. 26.,2018. 10. 26.,일자리정책과 사회적경제팀
232,서울특별시 광진구 사회적기업 육성 및 지원에 관한 조례,광진구,일부개정,조례,제1069호,2019. 10. 14.,2019. 10. 14.,일자리정책과 사회적경제팀
233,서울특별시교육청 사회적 가치 교육 지원에 관한 조례,서울특별시교육청,제정,조례,제7880호,2021. 3. 25.,2021. 3. 25.,정책안전기획관
234,서울특별시교육청 사회적경제기업 제품 구매촉진에 관한 조례,서울특별시교육청,제정,조례,제5778호,2014. 12. 30.,2014. 12. 30.,교육재정과
235,서울특별시 구로구 고독사 예방 및 사회적 고립가구 안전망 확충을 위한 조례,구로구,제정,조례,제1386호,2019. 3. 14.,2019. 3. 14.,복지정책과
236,서울특별시 구로구 사회적경제 기본 조례,구로구,일부개정,조례,제1441호,2019. 11. 14.,2019. 11. 14.,일자리지원과
237,서울특별시 구로구 사회적경제기업 제품 구매촉진 및 판로지원에 관한 조례,구로구,제정,조례,제1252호,2017. 5. 11.,2017. 5. 11.,일자리지원과
238,서울특별시 구로구 사회적기업 등 육성에 관한 조례,구로구,일부개정,조례,제1365호,2018. 12. 27.,2019. 1. 17.,일자리지원과
239,서울특별시 구로구 사회적기업 등 육성에 관한 조례 시행규칙,구로구,제정,규칙,제625호,2011. 3. 10.,2011. 3. 10.,일자리지원과
240,서울특별시 금천구 사회적경제 기본 조례,금천구,일부개정,조례,제980호,2018. 8. 13.,2018. 8. 13.,지역경제과
241,서울특별시 금천구 사회적기업 육성에 관한 조례,금천구,일부개정,조례,제1076호,2019. 12. 31.,2020. 1. 1.,지역경제과
242,서울특별시 노원구 사회적경제 활성화 및 지원에 관한 조례,노원구,제정,조례,제1445호,2020. 7. 16.,2020. 7. 16.,일자리경제과
243,서울특별시 도봉구 1인 가구의 사회적 고립 및 고독사 예방에 관한 조례,도봉구,제정,조례,제1406호,2020. 5. 7.,2020. 5. 7.,복지정책과
244,서울특별시 도봉구 사회적경제기업 제품 구매촉진 및 판로지원에 관한 조례,도봉구,일부개정,조례,제1442호,2020. 11. 5.,2020. 11. 5.,자치마을과
245,서울특별시 도봉구 사회적경제 육성 및 지원에 관한 조례,도봉구,제정,조례,제1442호,2020. 11. 5.,2020. 11. 5.,자치마을과
246,서울특별시 동대문구 고독사 예방 및 사회적 고립가구 안전망 확충을 위한 조례,동대문구,전부개정,조례,제1242호,2018. 7. 12.,2018. 7. 12.,복지정책과
247,서울특별시 동대문구 사회적경제 육성 및 지원에 관한 조례,동대문구,제정,조례,제1199호,2017. 11. 16.,2017. 11. 16.,일자리정책과
248,서울특별시 동작구 고독사 예방 및 사회적 고립가구 지원에 관한 조례,동작구,제정,조례,제1434호,2019. 5. 9.,2019. 5. 9.,복지정책과
249,서울특별시 동작구 사회적경제기업 제품 구매촉진 및 판로지원에 관한 조례,동작구,제정,조례,제1424호,2019. 3. 7.,2019. 3. 7.,경제진흥과
250,서울특별시 동작구 사회적경제 활성화 지원에 관한 조례,동작구,일부개정,조례,제1478호,2019. 12. 12.,2020. 1. 1.,경제진흥과
